real_name,id,description,image,location,color,scientific_name,order,family,general_name,habitat,food,nesting,behavior,conservation,aab_description
Lesser Goldfinch,lesgol,"Tiny yellowish finch. Blackish conical bill is stout, but sharply pointed. Long wings are black with one white wingbar and large white patch at the base of the primaries. Small head. Short notched tail. Adult males have either green or black (Texas to South America) back. Regularly visits feeders. Females similar to American Goldfinch; note bill shape and color, usually more yellowish undertail coverts, less distinct wingbars, and more obvious white patch at base of primaries.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67272481/900,"NA,SA",Yellow,Spinus psaltria,Passeriformes,Fringillidae,Finches,Open Woodlands,Seeds,Tree,Foliage Gleaner,Low Concern,"Jabbering clouds of yellow, green, and black Lesser Goldfinches gather in scrubby oak, cottonwood, and willow habitats of the western U.S., or visit suburban yards for seeds and water. These finches primarily eat seeds of plants in the sunflower family, and they occur all the way south to the Peruvian Andes. Listen closely to their wheezy songs, which often include snippets from the songs of other birds."
Lesser Nighthawk,lesnig,"Long-winged nocturnal bird which catches insects in flight often around dawn and dusk. Found in shrubby open areas. Intricate brown, buffy, and gray patterning with white patches near wingtips. Very similar to Common Nighthawk, best distinguished by the position of white wing patch: closer to wingtip on Lesser, closer to base of wing on Common, but this difference can be very difficult to judge. Also typically paler than Common with more golden buffy tones. During the day, roosts on the ground or on a tree branch. 

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/71378621/900,"NA,SA",Brown,Chordeiles acutipennis,Caprimulgiformes,Caprimulgidae,Nightjars,Deserts,Insects,Ground,Aerial Forager,Low Concern,"The highly camouflaged Lesser Nighthawk sits motionless during the day, but takes flight as the desert heat starts to dissipate. In the glow of twilight, the Lesser Nighthawk flies almost like a butterfly on buoyant wings with its mouth wide open, inhaling insects that fly near. A white bar across the wings flashes against the darkening sky as a gurgled laugh reverberates in the air. This aerial acrobat nests on the bare ground in deserts and scrublands, without putting down even a blade of grass."
Lesser Yellowlegs,lesyel,"Medium-sized shorebird with bright yellow legs. Plumage is essentially identical to Greater Yellowlegs; gray upperparts with white speckling, and white belly. Proportions are more important: bill only slightly longer than the head and straight; smaller overall than Greater Yellowlegs with shorter neck, rounded head, and cuter appearance. See also: Greater Yellowlegs.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64838631/900,"NA,SA,EU,AF",Brown,Tringa flavipes,Charadriiformes,Scolopacidae,Sandpipers,Marshes,Aquatic Invertebrates,Ground,Probing,Declining,"The Lesser Yellowlegs is a dainty and alert ""marshpiper"" that occurs in shallow, weedy wetlands and flooded fields across North America during migration. It's smaller with a shorter, more needlelike bill than the Greater Yellowlegs, but otherwise looks very similar. It breeds in the meadows and open woodlands of boreal Canada. Like many other shorebirds, the Lesser Yellowlegs rebounded from hunting in the early 20th century but has declined again from losses of wetland habitats. It is on the Yellow Watch List for species with declining populations."
Lewis's Woodpecker,lewwoo,"A social woodpecker with unique color pattern: dark glossy-green back, red face, gray collar, and pink wash on belly. Looks dark at a distance and sometimes crowlike. Sexes alike; juveniles much duller and browner than adults. Found in open woodland, sometimes close to human settlements; uses telephone poles to stash acorns. Usually seen in small family groups. 

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/37166641/900,NA,Red,Melanerpes lewis,Piciformes,Picidae,Woodpeckers,Open Woodlands,Insects,Cavity,Aerial Forager,Declining,"The Lewis's Woodpecker might have woodpecker in its name, but it forages like a flycatcher and flies like a crow. It has a color palette all its own, with a pink belly, gray collar, and dark green back unlike any other member of its family. From bare branches and posts, it grabs insects in midair, flying with slow and deep wingbeats. It calls open pine forests, woodlands, and burned forests home, but it often wanders around nomadically outside of the breeding season in search of nuts."
Lincoln's Sparrow,linspa,"Slightly smaller than Song Sparrow, with finer streaking on breast. Also note thin pale eyering, bright buffy breast that contrasts with white belly, and often peaked crown. Prefers thickets and shrubby areas. Beware of juvenile Song Sparrows in late summer, which can look buffy and show finer streaks than adults. Infrequently visits feeders.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64984571/900,NA,Brown,Melospiza lincolnii,Passeriformes,Passerellidae,Sparrows,Scrub,Insects,Ground,Ground Forager,Low Concern,"The dainty Lincoln's Sparrow has a talent for concealing itself. It sneaks around the ground amid willow thickets in wet meadows, rarely straying from cover. When it decides to pop up and sing from a willow twig, its sweet, jumbling song is more fitting of a House Wren than a sparrow. Though its song might conceal its sparrowness, its plumage says otherwise. This sparrow looks as if it is wearing a finely tailored suit with a buffy mustachial stripe and delicate streaking down its buffy chest and sides."
Long-billed Curlew,lobcur,"Huge shorebird with incredibly long, downturned bill used to probe into mud and snag invertebrates. Buffy overall with brighter cinnamon wings. Found on beaches and open fields, solo or in flocks. Exceptional bill length and shape rules out other large shorebirds (Marbled Godwit, Willet and Whimbrel). Lacks dark stripes on head prominent on Whimbrel.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64810681/900,NA,Brown,Numenius americanus,Charadriiformes,Scolopacidae,Shorebirds,Grasslands,Aquatic Invertebrates,Ground,Probing,Low Concern,"North America's largest shorebird, the Long-billed Curlew, is a graceful creature with an almost impossibly long, thin, and curved bill. This speckled, cinnamon-washed shorebird probes deep into mud and sand for aquatic invertebrates on its coastal wintering grounds and picks up grasshoppers on the breeding grounds. It breeds in the grasslands of the Great Plains and Great Basin and spends the winter in wetlands, tidal estuaries, mudflats, flooded fields, and beaches."
Long-billed Dowitcher,lobdow,"Plump, long-billed shorebird. Breeding adults have salmon-orange underparts with thin black and white bars on neck and sides. Very similar to Short-billed Dowitcher. Upperparts are darker than Short-billed Dowitcher; feathers have darker rufous markings and narrower white tips. Nonbreeding adult plain gray; plumage nearly identical to Short-billed. Juvenile plain brownish-gray, generally duller than Short-billed; upper wing feathers edged with rufous, lacking bright golden markings. Best separated from Short-billed Dowitcher by voice: a sharp ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/164865521/900,NA,Brown,Limnodromus scolopaceus,Charadriiformes,Scolopacidae,Sandpipers,Marshes,Aquatic Invertebrates,Ground,Probing,Low Concern,"Wintering flocks of Long-billed Dowitchers are muddy gray-brown birds that match their muddy foraging sites—a far cry from the intricate black, rufous, brown, and gold brocade of breeding birds on their tundra summer homes. These tubby, long-billed shorebirds plunge their bills deep into wet mud or sand to find invertebrate food. Flocks twitter at each other while feeding—a habit that sets them apart from the otherwise very similar Short-billed Dowitcher. In northern Alaska and Siberia, males court females with effervescent song flights."
Loggerhead Shrike,logshr,"Gray-bodied, black-masked bandit of open areas, both rural and suburban. Power lines and tops of bushes offer the perfect perches for shrikes to spot their prey. Carnivorous habits make shrikes unique among passerines. In flight, watch for white patches in the wings. Feeds on large insects, rodents and small birds. About the size of a robin.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/65685251/900,NA,Gray,Lanius ludovicianus,Passeriformes,Laniidae,Shrikes,Open Woodlands,Insects,Tree,Aerial Dive,Common Bird in Steep Decline,"The Loggerhead Shrike is a songbird with a raptor’s habits. A denizen of grasslands and other open habitats throughout much of North America, this masked black, white, and gray predator hunts from utility poles, fence posts and other conspicuous perches, preying on insects, birds, lizards, and small mammals. Lacking a raptor’s talons, Loggerhead Shrikes skewer their kills on thorns or barbed wire or wedge them into tight places for easy eating. Their numbers have dropped sharply in the last half-century."
Long-tailed Duck,lotduc,"Diving duck that favors saltwater in winter and Arctic tundra pools in summer. Males are distinctive with black, white, gray, and brown patterns and long pointed tail. Male plumage changes dramatically from winter to summer. Females and immature males are brownish overall with whiter face and large dark cheek patch. Dives frequently to feed mainly on invertebrates.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63902961/900,"NA,EU",Black,Clangula hyemalis,Anseriformes,Anatidae,Ducks,Lakes and Ponds,Aquatic Invertebrates,Ground,Surface Dive,Common Bird in Steep Decline,"The attractive Long-tailed Duck breeds in the high Arctic and spends winters mostly along ocean coasts. The stunning males have two mirror-image plumages: in summer mostly black with a white face patch; in winter mostly white with rich brown, black, and gray on the face. In all plumages they have extravagantly long, slender tail feathers. Females and immatures are smudgy brown and white, without the long tail. These prodigious divers can feed as deep as 200 feet, swimming with their wings, catching invertebrates and small fish."
Louisiana Waterthrush,louwat,"Brown-and-white denizen of bubbling streams and brooks. Stays on the ground or in low vegetation, constantly bobbing its rear end up and down. During the breeding season, favors steeper ravines with hemlocks and fast-moving water with lots of rocks to hop on. Much like Northern Waterthrush, but whiter base color below, brighter pink legs, and broader white eyebrow. Distinctly different song: several piercing clear whistles followed by a complex jumble of notes. Call is a loud, metallic chip.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63000191/900,NA,Brown,Parkesia motacilla,Passeriformes,Parulidae,Warblers,Rivers and Streams,Insects,Ground,Ground Forager,Low Concern,"The ringing song of the Louisiana Waterthrush, in cadence so like the rushing streams that are its home, is one of the first signs of spring in eastern North America. Its brown plumage and bold streaking help explain why this member of the warbler family has the word “thrush” in its name. At all seasons, this species stays close to moving water—especially forested streams and creeks—and bobs its rear end almost constantly. In both spring and fall, Louisiana Waterthrushes are among the earliest migrant warblers."
MacGillivray's Warbler,macwar,"Chunky, skulking warbler that favors dense undergrowth. Yellow with blue-gray head and chest. Blacker lores set off distinctive white arcs above and below eye. Olive-green above and yellow belly. Bright pink legs. Adult males show most contrasting plumage. Females and immatures duller but with same pattern. Found in thickets, clearcuts, clearings in mixed forests, and riparian zones. Similar to Mourning Warbler, but little range overlap during breeding season and migraton, and note longer tail and white eye-arcs.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64453201/900,NA,Yellow,Geothlypis tolmiei,Passeriformes,Parulidae,Warblers,Open Woodlands,Insects,Shrub,Foliage Gleaner,Low Concern,"A furtive songbird of dense brush, MacGillivray’s Warbler is an elegant yellow and gray amid green leaves. Males have a sooty gray hood highlighted with striking white crescents above and below the eye. Don’t look for this species in open forests, but look for it instead in almost any sort of dense thicket, shrubbery, willows, or low tangles along wooded streams. In these areas it forages inside the vegetation, gleaning insects from foliage and from the ground."
Magnolia Warbler,magwar,"Breeding males are striking with black mask, white eyebrow, gray crown, white wing patch, and yellow throat and breast with necklace of black streaks. In fall, their color pattern is more diffuse gray and yellow. Always look for tail pattern from below: basal half is white, tip is black. Forages for insects in forested areas. Travels in flocks with other warblers and songbirds in migration and winter. Winters in Central America.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64798651/900,"NA,SA",Yellow,Setophaga magnolia,Passeriformes,Parulidae,Warblers,Forests,Insects,Tree,Foliage Gleaner,Low Concern,"Many male warblers are black and yellow, but Magnolia Warblers take it up a notch, sporting a bold black necklace complete with long tassels, a black mask, and a standout white wing patch. The female lacks the male's bold accoutrements, instead wearing an elegant white eyering on her gray head, 2 thin white wingbars, and yellow underparts with moderate streaking. These boreal warblers breed in dense stands of conifers and stop off in all types of forests during migration, where they forage at the tips of branches."
Mallard,mallar3,"The quintessential duck within most of its range, found anywhere with water, including city parks, backyard creeks, and various wetland habitats. Males have a green head, chestnut breast, and gray body. Females are mottled brown with orange and black splotches on the bill. White wingbars on the front and trailing sides of the blue wing patch are bolder compared to those on American Black Duck and Mottled Duck.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/60021841/900,"NA,EU,AF,AS",Brown,Anas platyrhynchos,Anseriformes,Anatidae,Ducks,Lakes and Ponds,Omnivore,Ground,Dabbler,Low Concern,"If someone at a park is feeding bread to ducks, chances are there are Mallards in the fray. Perhaps the most familiar of all ducks, Mallards occur throughout North America and Eurasia in ponds and parks as well as wilder wetlands and estuaries. The male’s gleaming green head, gray flanks, and black tail-curl arguably make it the most easily identified duck. Mallards have long been hunted for the table, and almost all domestic ducks come from this species."
Marsh Wren,marwre,"Habitat is the best clue for identifying this wren; rarely strays from cattail marshes and rushes for breeding. Migrants occasionally move into wet fields. Often difficult to see well as it skulks through grasses. Its plumage is rather bright rufous with darker brown cap, contrasting whitish eyebrow and throat, and black-and-white stripes on back. Overall darker and more contrasting than similar Sedge Wren.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68035321/900,NA,Brown,Cistothorus palustris,Passeriformes,Troglodytidae,Wrens,Marshes,Insects,Shrub,Ground Forager,Low Concern,"The pugnacious Marsh Wren clings to wetland vegetation, tail cocked and legs splayed, often with each foot wrapped around a different stalk. This rusty-brown wren has black-and-white streaks down its back and a white eyebrow. It sings a rapid-fire gurgling, trilling, and buzzy song from the depths of the marsh where its secretive life unfolds. Under the cover of reeds, males build multiple nests and breed with more than one female. They also destroy eggs and nestlings of other Marsh Wrens and marsh-nesting birds."
Merlin,merlin,"Small and fierce falcon. Dark above and paler below, with streaking on the underparts; darkness of plumage varies geographically. Feeds mainly on birds captured in flight. Found in a variety of habitats from grasslands, open forests, and especially coastal areas with shorebirds. In flight, note powerful flight, pointed wings, and quick, continuous wingbeats. 

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/160652121/900,"NA,EU,AS,SA,AF",Blue,Falco columbarius,Falconiformes,Falconidae,Falcons,Forests,Birds,Tree,Aerial Forager,Low Concern,"Merlins are small, fierce falcons that use surprise attacks to bring down small songbirds and shorebirds. They are powerful fliers, but you can tell them from larger falcons by their rapid wingbeats and overall dark tones. Medieval falconers called them “lady hawks,” and noblewomen used them to hunt Sky Larks. Merlin populations have largely recovered from twentieth-century declines, thanks to a ban on the pesticide DDT and their ability to adapt to life around towns and cities."
Mountain Bluebird,moublu,Adult males are stunning: completely electric turquoise blue with limited white belly. Females are gray with blue wings and tail; some can show a rufous wash on breast. Also note thin bill and even longer wings compared with other bluebirds. Forages in open habitats with few trees. Can form large flocks in winter. Frequently perches on wires or fence posts. Nests in cavities.,https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67471171/900,NA,Blue,Sialia currucoides,Passeriformes,Turdidae,Thrushes,Open Woodlands,Insects,Cavity,Flycatching,Low Concern,"Male Mountain Bluebirds lend a bit of cerulean sparkle to open habitats across much of western North America. You may spot these cavity-nesters flitting between perches in mountain meadows, in burned or cut-over areas, or where prairie meets forest—especially in places where people have provided nest boxes. Unlike many thrushes, Mountain Bluebirds hunt insects from perches or while on the wing, at times resembling a tiny American Kestrel with their long wings, hovering flight, and quick dives."
Mountain Chickadee,mouchi,"White stripe above the eye separates it from other chickadees. Otherwise, much like other chickadees: grayish overall with a big head, tiny bill, and black cap and throat. Tends to be in high-elevation mountainous areas with dry, coniferous forests. Active and aerobatic. Often in flocks with nuthatches and kinglets. Visits feeders.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68054751/900,NA,Gray,Poecile gambeli,Passeriformes,Paridae,Chickadees,Forests,Insects,Cavity,Foliage Gleaner,Common Bird in Steep Decline,"The tiny Mountain Chickadee is a busy presence overhead in the dry evergreen forests of the mountainous West. Often the nucleus in mixed flocks of small birds, Mountain Chickadees flit through high branches, hang upside down to pluck insects or seeds from cones, and give their scolding chick-a-dee call seemingly to anyone who will listen."
Mourning Dove,moudov,"Very common, widespread dove. Almost half the size of Rock Pigeon. Chunky body, small head and pointed tail. Brown with dark spots on wings. Pinkish-beige belly is slightly paler than wings. Found in a variety of habitats with some shrubs and trees; loves suburbs. Avoids dense forest, but found on forest edges.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/60386921/900,"NA,EU",Brown,Zenaida macroura,Columbiformes,Columbidae,Doves,Open Woodlands,Seeds,Tree,Ground Forager,Low Concern,"A graceful, slender-tailed, small-headed dove that’s common across the continent. Mourning Doves perch on telephone wires and forage for seeds on the ground; their flight is fast and bullet straight. Their soft, drawn-out calls sound like laments. When taking off, their wings make a sharp whistling or whinnying. Mourning Doves are the most frequently hunted species in North America."
Northern Cardinal,norcar,"Males are entirely red with black around the base of the bill. Females are brown overall with red tail, red on wings, and red bill. Note distinctive crest in both sexes. Forages mainly for seeds in dense shrubby areas. Regularly visits feeders.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63667361/900,NA,Red,Cardinalis cardinalis,Passeriformes,Cardinalidae,Cardinals,Open Woodlands,Seeds,Shrub,Ground Forager,Low Concern,"The male Northern Cardinal is perhaps responsible for getting more people to open up a field guide than any other bird. They’re a perfect combination of familiarity, conspicuousness, and style: a shade of red you can’t take your eyes off. Even the brown females sport a sharp crest and warm red accents. Cardinals don’t migrate and they don’t molt into a dull plumage, so they’re still breathtaking in winter’s snowy backyards. In summer, their sweet whistles are one of the first sounds of the morning."
Northern Flicker,norfli,"Large, brown woodpecker with black barring on the back and black spots on the belly. Easily recognized in flight by its bright white rump. Also note large black crescent-shaped mark on breast. Underwings are yellow or red, depending on the subspecies. Generally ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/60403261/900,NA,Brown,Colaptes auratus,Piciformes,Picidae,Woodpeckers,Open Woodlands,Insects,Cavity,Ground Forager,Low Concern,"Northern Flickers are large, brown woodpeckers with a gentle expression and handsome black-scalloped plumage. On walks, don’t be surprised if you scare one up from the ground. It’s not where you’d expect to find a woodpecker, but flickers eat mainly ants and beetles, digging for them with their unusual, slightly curved bill. When they fly you’ll see a flash of color in the wings – yellow if you’re in the East, red if you’re in the West – and a bright white flash on the rump."
Northern Harrier,norhar2,"Medium-sized hawk with long tail and thin wings. Flies with wings held in a V-shape, low over open fields and marshes, listening for rodents lurking below. Distinctive foraging behavior and conspicuous white patch on rump in all plumages. Females and immatures are warm brown. Adult males gray above and whitish below with black wingtips.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/70774731/900,NA,Brown,Circus hudsonius,Accipitriformes,Accipitridae,Harriers,Grasslands,Mammals,Ground,Aerial Dive,Low Concern,"The Northern Harrier is distinctive from a long distance away: a slim, long-tailed hawk gliding low over a marsh or grassland, holding its wings in a V-shape and sporting a white patch at the base of its tail. Up close it has an owlish face that helps it hear mice and voles beneath the vegetation. Each gray-and-white male may mate with several females, which are larger and brown. These unusual raptors have a broad distribution across North America."
Northern Mockingbird,normoc,"Gray with whitish underparts and long tail. In flight, it becomes much flashier with large white patches on the black wings and tail. Pale eye. Found in a variety of habitats with bushes and trees, from neighborhoods to desert scrub and old pastures. Mimics birds, car alarms, slamming doors, and other noises in its song, repeating a phrase 5-7 times before switching to next set of notes.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63743751/900,NA,Gray,Mimus polyglottos,Passeriformes,Mimidae,Mockingbirds,Towns,Omnivore,Shrub,Ground Forager,Low Concern,"If you’ve been hearing an endless string of 10 or 15 different birds singing outside your house, you might have a Northern Mockingbird in your yard. These slender-bodied gray birds apparently pour all their color into their personalities. They sing almost endlessly, even sometimes at night, and they flagrantly harass birds that intrude on their territories, flying slowly around them or prancing toward them, legs extended, flaunting their bright white wing patches."
Northern Parula,norpar,"One of the smallest warblers; look for short tail and sharply pointed, bicolored bill. Bluish-gray above with distinctive lime-green patch on the back, white wingbars and eye-arcs, yellow on throat, and white belly. Found in forested areas; has a fondness for nesting in Spanish moss in the southeastern U.S. Loud song is buzzy, ascending trill with sharp chip at the end; sounds like a zipper. Winters mainly in Mexico and Caribbean.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64518191/900,"NA,SA,EU",Yellow,Setophaga americana,Passeriformes,Parulidae,Warblers,Forests,Insects,Tree,Foliage Gleaner,Low Concern,"A small warbler of the upper canopy, the Northern Parula flutters at the edges of branches plucking insects. This bluish gray warbler with yellow highlights breeds in forests laden with Spanish moss or beard lichens, from Florida to the boreal forest, and it's sure to give you ""warbler neck."" It hops through branches bursting with a rising buzzy trill that pinches off at the end. Its white eye crescents, chestnut breast band, and yellow-green patch on the back set it apart from other warblers."
Northern Pintail,norpin,"Elegant, slender duck with long neck and tail. Males have a chocolate brown head with a white slash coming up the neck, white breast, and mostly gray body. Females are patterned light brown. Forages in wetlands and in fields on agricultural waste grains.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63892991/900,"NA,EU,AS,AF,SA",Brown,Anas acuta,Anseriformes,Anatidae,Ducks,Marshes,Omnivore,Ground,Dabbler,Low Concern,"Elegant Northern Pintails swim through wetlands and lakes with their slender necks and long, pointed tails held high. Intricately patterned and pale-faced females join males fashioned with a signature white stripe down their chocolate-colored necks. These eager breeders head to the prairie pothole region of the Great Plains, as well as Canada, and Alaska to nest as soon as the ice breaks up. Large groups congregate in wetlands, lakes, bays, and even waddle through agricultural fields eating grains during the winter. Though still common, their populations are declining."
Northern Shoveler,norsho,"Medium-sized duck; smaller than a Mallard. Huge, spoon-shaped bill visible at a distance and in flight. Breeding males have dark green head, white breast, and chestnut sides and belly. Females buffy-brown with large, distinctive bill. Chalky-blue upperwing. Forages by sifting through the water, often swimming in spirals in groups.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/60312481/900,"NA,EU,AS,AF,SA,OC",Brown,Spatula clypeata,Anseriformes,Anatidae,Ducks,Marshes,Omnivore,Ground,Dabbler,Low Concern,"Perhaps the most outwardly distinctive of the dabbling ducks thanks to its large spoon-shaped bill, the Northern Shoveler busily forages head down in shallow wetlands. Its uniquely shaped bill has comblike projections along its edges, which filter out tiny crustaceans and seeds from the water. If the bill doesn’t catch your eye, the male's blocky color palette sure will, with its bright white chest, rusty sides, and green head. The female is no less interesting with a giant orange bill and mottled brown plumage."
Northern Waterthrush,norwat,"Large, chunky warbler; dark brown above with dark streaks on pale yellowish breast. Yellowish stripe above eye. Forages for insects by walking along edges of still ponds and standing pools, constantly bobbing its backside up and down. Breeds in thickets near ponds and wet areas. Listen for its loud, three-parted, chipping song. Possible to confuse with thrushes but smaller. Winters in Central America, Caribbean, and northern South America.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63002141/900,"NA,SA",Brown,Parkesia noveboracensis,Passeriformes,Parulidae,Warblers,Forests,Insects,Ground,Ground Forager,Low Concern,"The Northern Waterthrush is often an unseen singer whose rich, sweet whistles lure listeners into its attractive habitats, the wooded swamps and bogs of northern North America. These streaky brown songbirds lack the bold colors of many other warblers and don’t forage in forest canopies. They forage at the water’s edge in bogs and still water, where they hunt aquatic insects and small salamanders, all the while bobbing the rear of the body, much like a Solitary Sandpiper, another denizen of shady swamps."
Northern Rough-winged Swallow,nrwswa,"Dullest of the swallows. Plain brown above with indistinct brown wash across breast. Wings are relatively broad and tail is short and square. Fond of areas near water. Breeds in holes along riverbanks and other cavities and crevices. Not colonial nester like Bank Swallow. Call is a low, grating buzz that rises slightly in pitch.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68280781/900,NA,Brown,Stelgidopteryx serripennis,Passeriformes,Hirundinidae,Swallows,Rivers and Streams,Insects,Burrow,Aerial Forager,Low Concern,"The Northern Rough-winged Swallow's plain brown back and dusky throat doesn't stand out, allowing it to sometimes go unnoticed in flocks of brighter swallow species. This common summer visitor flies low over water snatching insects in midair and rests on wires, posts, and exposed branches. It nests in burrows excavated by other birds and mammals, and spends the winters in Mexico and Central America. The species derives its name from the outer wing feathers, which have small hooks or points on their leading edges."
Nuttall's Woodpecker,nutwoo,"Very small woodpecker of oak and riparian woodlands. Black-and-white barring on the back and patterned flanks. Males have a red cap. Sometimes visits feeders. Most similar to Ladder-backed Woodpecker, but range barely overlaps. Slightly larger than Downy Woodpecker. Nests in cavities.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68929651/900,NA,Black,Dryobates nuttallii,Piciformes,Picidae,Woodpeckers,Open Woodlands,Insects,Cavity,Bark Forager,Low Concern,"In California's oak woodlands the small black-and-white striped Nuttall's Woodpecker hitches up branches and twigs of oaks, willows, and cottonwoods. It circles around branches in search of food and sometimes perches crosswise on a twig much like a sparrow might do. This year-round resident gives a metallic rattle and high-pitched pit most of the year. It looks very similar to the Ladder-backed Woodpecker, but there's almost no range overlap. The horizontal stripes across its back set it apart from Downy and Hairy Woodpeckers."
Olive-sided Flycatcher,olsfly,"Stocky flycatcher that almost always perches conspicuously on a high bare perch with an upright posture. From the front, look for dark sides creating a vest, with a bright white stripe from throat to belly. White patches on the sides of rump are sometimes visible from behind. Most similar to pewees but larger and larger-billed, with more contrasting vest. Feeds on insects. Breeds in clearings and bogs in boreal or mountainous forests, but can be found in migration in open habitats with a mixture of woods and clearings. Distinctive whistled song is often likened to ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/170855871/900,"NA,SA",Gray,Contopus cooperi,Passeriformes,Tyrannidae,Flycatchers,Open Woodlands,Insects,Tree,Flycatching,Declining,"The Olive-sided Flycatcher whistles an instantly recognizable quick, three beers! across its rugged habitat of coniferous mountain forests, bogs, and muskeg. This husky, barrel-chested flycatcher is the largest of the pewees, with heavy grayish markings on the sides as if the bird is wearing a waistcoat. Olive-sided Flycatchers are vigorous defenders of their territory and nest, chasing rivals and predators with the fervor of a kingbird. Look for them singing from open perches in the highest parts of live or dead trees. These birds are also fairly common in recently burned forests."
Orange-crowned Warbler,orcwar,"Nondescript warbler, generally olive overall, but different populations vary from grayer to brighter yellow. Overall very plain, but note darkish line through eye and thin pale eye arcs. Forages for insects in scrubby areas at edges of woods or low, thick shrubs. Bill is more sharply pointed than most other warblers. More common in the western U.S. and Mexico, where populations are brighter yellow-green. Birds in the eastern U.S. are scarcer and drabber gray. Bright yellow undertail coverts help separate it from similarly drab Tennessee Warbler. Winters in southern U.S. through Central America.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/120747051/900,NA,Yellow,Leiothlypis celata,Passeriformes,Parulidae,Warblers,Forests,Insects,Ground,Foliage Gleaner,Low Concern,"Orange-crowned Warblers aren’t the most dazzling birds in their family, but they’re a useful one to learn. These grayish to olive-green birds vary in color geographically and have few bold markings. There’s rarely any sign of an orange crown, which is usually only visible when the bird is excited and raises its head feathers. They might have you scratching your head until you recognize their slim shape, sharply pointed bill, and warmer yellow under the tail. These busy birds forage low in shrubs, and are one of the few warblers that's more common in the West than the East."
Osprey,osprey,"Large, mostly white raptor that cruises over lakes, rivers, and coastal waterways in search of fish. Impressively widespread: found on every continent except Antarctica. Mostly white head and underparts; dark brown back. In flight, holds wings with a kink in the wrist (shaped like an ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/60320581/900,"NA,EU,SA,AS,AF,OC",Brown,Pandion haliaetus,Accipitriformes,Pandionidae,Osprey,Oceans,Fish,Tree,Aerial Dive,Low Concern,"Unique among North American raptors for its diet of live fish and ability to dive into water to catch them, Ospreys are common sights soaring over shorelines, patrolling waterways, and standing on their huge stick nests, white heads gleaming. These large, rangy hawks do well around humans and have rebounded in numbers following the ban on the pesticide DDT. Hunting Ospreys are a picture of concentration, diving with feet outstretched and yellow eyes sighting straight along their talons."
Ovenbird,ovenbi1,"Secretive warbler that lacks vibrant colors, but compensates with its enormous voice. Olive-brown above with black streaks on white breast and bold white eyering. Orange crown bordered by black on either side. Forages for insects by walking along branches and on the ground. Breeds primarily in areas with extensive forest. Listen for its loud song that builds in volume: ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64439011/900,"NA,SA,EU",Brown,Seiurus aurocapilla,Passeriformes,Parulidae,Warblers,Forests,Insects,Ground,Ground Forager,Low Concern,"The Ovenbird's rapid-fire teacher-teacher-teacher song rings out in summer hardwood forests from the Mid-Atlantic states to northeastern British Columbia. It’s so loud that it may come as a surprise to find this inconspicuous warbler strutting like a tiny chicken across the dim forest floor. Its olive-brown back and spotted breast are excellent disguise as it gleans invertebrates from the leaf litter. Its nest, a leaf-covered dome resembling an old-fashioned outdoor oven, gives the Ovenbird its name."
